Trial_ID,Participant_ID,Task_Number,Task_Difficulty,Task_Description,ASR_Transcript,Reference_Text,ASR_Accuracy,LLM_Suggestion_1,LLM_Suggestion_2,LLM_Suggestion_3,Correct_Suggestion_Rank,User_Choice,Final_Command,Execution_Success,Execution_Time_Seconds,ASR_Time,LLM_Time,Confirmation_Time,Total_Latency,Retry_Count,Manual_Edit,Error_Category,Error_Details
T290,P15,10,1,List system drivers,List sys drivers,List system drivers,86.8,Get-WmiObject -Class Win32_SystemDriver,Set-LoGet-Contentionir,Clear-Host,3,1,Get-WmiObject -Class Win32_SystemDriver,Failed,0.6,3.2,4.6,1.7,9.5,0,Yes,Other,Unexpected system error
T291,P15,11,1,Show user account details,Show ... user account details,Show user account details,87.7,Get-LocalUser,netstat,Get-NetTCPConnection,1,2,dir,Success,0.8,2.7,5.7,1.1,9.5,0,No,None,None
T292,P15,12,1,Show system services,Show system services,Show system services,95.9,Get-Service,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-Service,Success,0.8,2.0,5.3,1.1,8.4,0,No,None,None
T293,P15,13,3,Manage Windows services,Manage Windows services,Manage Windows services,82.0,"Get-Service | Where-Object {$_.Status -eq ""Stopped""} | Start-Service",netstat,Get-NetTCPConnection,1,1,"Get-Service | Where-Object {$_.Status -eq ""Stopped""} | Start-Service",Success,0.6,2.6,3.7,1.4,7.7,0,No,None,None
T294,P15,14,2,Copy files with specific extension,Duplicate files with specific well extension,Copy files with specific extension,80.9,"Get-ChildItem -Filter ""*.pdf"" | Copy-Item -Destination ""pdf_backup\""",systeminfo,Get-ComputerInfo,3,1,"Get-ChildItem -Filter ""*.pdf"" | Copy-Item -Destination ""pdf_backup\""",Failed,0.4,2.2,5.1,1.0,8.3,0,No,User,User aborted execution
T295,P15,15,3,Generate system health report,Generate system health report,Generate system health report,85.9,"Get-ComputerInfo | Out-File ""system_report.txt""; Get-Process | Out-File ""system_report.txt"" -Append",Set-LoGet-Contentionir,Clear-Host,1,1,"Get-ComputerInfo | Out-File ""system_report.txt""; Get-Process | Out-File ""system_report.txt"" -Append",Success,1.3,2.9,4.7,1.8,9.4,0,No,None,None
T296,P15,16,2,Clean up temporary files,Clean up well temporary files,Clean up temporary files,92.9,Get-ChildItem $env:TEMP | Remove-Item -Recurse -Force,systeminfo,Get-ComputerInfo,1,1,Get-ChildItem $env:TEMP | Remove-Item -Recurse -Force,Success,0.7,2.9,3.9,1.2,8.0,0,No,None,None
T297,P15,17,2,Uninstall a program,Uninstall a program,Uninstall a program,84.4,"Get-WmiObject -Class Win32_Product | Where-Object {$_.Name -eq ""ProgramName""} | ForEach-Object {$_.Uninstall()}",Set-LoGet-Contention,Get-LoGet-Contention,1,1,"Get-WmiObject -Class Win32_Product | Where-Object {$_.Name -eq ""ProgramName""} | ForEach-Object {$_.Uninstall()}",Success,1.0,1.9,3.9,0.8,6.6,0,No,None,None
T298,P15,18,3,Encrypt a file,Encrypt a file,Encrypt a file,89.3,"Cipher /E ""file.txt""",tasklist,Get-Process,1,1,"Cipher /E ""file.txt""",Success,1.4,1.8,5.6,1.7,9.1,0,No,None,None
T299,P15,19,2,Find files by name,Find file by name pattern,Find files by name pattern,84.8,"Get-ChildItem -Recurse -Name ""*pattern*""",hostname,Get-ComputerInfo | Select-Object Name,1,2,dir,Success,1.3,2.7,4.7,1.8,9.2,0,No,None,None
T300,P15,20,2,Display event logs for system errors,Display event logs for system errors,Display event logs for system errors,91.3,"Get-WinEvent -LogName System | Where-Object {$_.LevelDisplayName -eq ""Error""}",date,Get-Date,1,1,"Get-WinEvent -LogName System | Where-Object {$_.LevelDisplayName -eq ""Error""}",Success,0.9,2.6,5.2,1.8,9.6,0,No,None,None
T301,P16,1,1,Show disk space usage,Display disk space usage,Show disk space usage,92.9,Get-WmiObject -Class Win32_LogicalDisk,whoami,Get-LocalUser,2,2,dir,Failed,0.9,3.0,5.1,1.2,9.3,0,Yes,LLM,Command generation error
T302,P16,2,2,Show installed updates,Show installed updates,Show installed updates,87.3,Get-HotFix | Sort-Object InstalledOn -Descending,dir,Get-ChildItem -Name,1,2,dir,Success,0.5,2.2,4.8,1.5,8.5,0,No,None,None
T303,P16,3,1,List installed programs,List installed programs,List installed programs,97.7,Get-WmiObject -Class Win32_Product,date,Get-Date,1,1,Get-WmiObject -Class Win32_Product,Success,1.3,1.9,5.0,0.8,7.7,0,No,None,None
T304,P16,4,1,Show user account details,Show user account details,Show user account details,99.1,Get-LocalUser,tasklist,Get-Process,1,1,Get-LocalUser,Success,1.3,2.0,5.3,1.8,9.1,0,No,None,None
T305,P16,5,2,Uninstall a program,Uninstall a program,Uninstall a program,91.3,"Get-WmiObject -Class Win32_Product | Where-Object {$_.Name -eq ""ProgramName""} | ForEach-Object {$_.Uninstall()}",netstat,Get-NetTCPConnection,1,1,"Get-WmiObject -Class Win32_Product | Where-Object {$_.Name -eq ""ProgramName""} | ForEach-Object {$_.Uninstall()}",Success,1.1,2.3,5.1,1.0,8.4,0,No,None,None
T306,P16,6,2,Backup files modified today,Backup files modified today,Backup files modified today,93.7,"Get-ChildItem | Where-Object {$_.LastWriteTime.Date -eq (Get-Date).Date} | Copy-Item -Destination ""backup\""",systeminfo,Get-ComputerInfo,1,1,"Get-ChildItem | Where-Object {$_.LastWriteTime.Date -eq (Get-Date).Date} | Copy-Item -Destination ""backup\""",Success,0.8,2.6,4.1,1.3,8.0,0,No,None,None
T307,P16,7,1,Show battery status,Show battery status,Show battery status,94.3,Get-WmiObject -Class Win32_Battery,systeminfo,Get-ComputerInfo,1,1,Get-WmiObject -Class Win32_Battery,Success,0.5,3.2,4.7,1.1,9.0,0,No,None,None
T308,P16,8,3,Create a self-signed certificate,Create a self-signed certificate,Create a self-signed certificate,84.5,"New-SelfSignedCertificate -DnsName ""localhost"" -CertStoreLocation ""Cert:\LocalMachine\My""",ipconfig,Get-NetIPConfiguration,1,1,"New-SelfSignedCertifiGet-Contente -DnsName ""localhost"" -CertStoreLoGet-Contention ""Cert:\LocalMachine\My""",Success,0.7,2.7,5.3,1.0,9.0,0,No,None,None
T309,P16,9,2,Test network latency to google.com,Test ... network latency to google.com,Test network latency to google.com,86.0,Test-NetConnection google.com,dir,Get-ChildItem -Name,1,1,Test-NetConnection google.com,Success,0.5,2.8,3.7,1.8,8.3,0,No,None,None
T310,P16,10,3,Install software automatically,Automate software installation,Automate software installation,84.0,"Start-Process ""installer.msi"" -ArgumentList ""/quiet"" -Wait",date,Get-Date,1,1,"Start-Process ""installer.msi"" -ArgumentList ""/quiet"" -Wait",Success,0.5,2.5,4.3,1.8,8.6,0,No,None,None
T311,P16,11,1,Show active network connections,Show ... active network connections,Show active network connections,91.9,Get-NetTCPConnection,Set-LoGet-Contentionir,Clear-Host,1,1,Get-NetTCPConnection,Success,0.3,3.1,4.7,1.1,8.9,0,No,None,None
T312,P16,12,1,Show keyboard layout,Show keyboard layout,Show keyboard layout,95.6,Get-WinUserLanguageList,hostname,Get-ComputerInfo | Select-Object Name,1,1,Get-WinUserLanguageList,Success,0.3,2.7,5.6,1.3,9.6,0,No,None,None
T313,P16,13,2,Terminate a process by ID,Terminate a process by ID,Terminate a process by ID,79.3,Stop-Process -Id 1234,dir,Get-ChildItem -Name,3,2,dir,Failed,0.9,1.9,4.0,2.1,8.0,3,No,ASR,Speech recognition error
T314,P16,14,2,List files by size,List files by size,List files by size,96.7,Get-ChildItem | Sort-Object Length -Descending,dir,Get-ChildItem -Name,1,1,Get-ChildItem | Sort-Object Length -Descending,Success,1.3,2.5,5.4,1.6,9.5,0,No,None,None
T315,P16,15,3,Decrypt a file,Decrypt a file,Decrypt a file,91.7,"Cipher /D ""file.txt""",Set-LoGet-Contentionir,Clear-Host,1,1,"Cipher /D ""file.txt""",Success,1.4,2.7,3.7,1.3,7.7,0,No,None,None
T316,P16,16,2,List files by date modified,List files by date modified,List files by date modified,91.0,Get-ChildItem | Sort-Object LastWriteTime -Descending,dir,Get-ChildItem -Name,1,1,Get-ChildItem | Sort-Object LastWriteTime -Descending,Success,1.2,2.1,3.8,1.5,7.4,0,No,None,None
T317,P16,17,1,List USB devices,List ... USB devices,List USB devices,99.7,Get-WmiObject -Class Win32_USBControllerDevice,whoami,Get-LocalUser,1,1,Get-WmiObject -Class Win32_USBControllerDevice,Success,0.6,2.0,5.6,2.0,9.6,0,No,None,None
T318,P16,18,3,Deploy a web application,Deploy a web application,Deploy a web application,90.0,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",tasklist,Get-Process,1,1,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",Success,0.8,3.0,4.5,1.3,8.8,0,No,None,None
T319,P16,19,3,Perform system audit,Perform system audit,Perform system audit,89.9,"Get-ComputerInfo | Out-File ""audit.txt""; Get-Service | Out-File ""audit.txt"" -Append; Get-Process | Out-File ""audit.txt"" -Append",tasklist,Get-Process,1,1,"Get-ComputerInfo | Out-File ""audit.txt""; Get-Service | Out-File ""audit.txt"" -Append; Get-Process | Out-File ""audit.txt"" -Append",Success,0.5,2.7,4.1,1.5,8.3,0,No,None,None
T320,P16,20,1,Show system services,Show ... system services,Show system services,96.3,Get-Service,date,Get-Date,1,3,Get-ChildItem -Force,Success,0.4,2.3,5.5,1.4,9.2,0,No,None,None
T321,P17,1,2,List files by size,List documents so by size,List files by size,86.2,Get-ChildItem | Sort-Object Length -Descending,dir,Get-ChildItem -Name,1,1,Get-ChildItem | Sort-Object Length -Descending,Success,1.4,2.2,5.6,1.7,9.5,0,No,None,None
T322,P17,2,2,Flush DNS cache,Flush DNS cache,Flush DNS cache,95.6,Clear-DnsClientCache,netstat,Get-NetTCPConnection,1,1,Clear-DnsClientCache,Success,0.2,2.6,4.4,1.2,8.2,0,No,None,None
T323,P17,3,1,Display screen resolution,Display screen resolution,Display screen resolution,90.1,Get-WmiObject -Class Win32_VideoController,whoami,Get-LocalUser,2,1,Get-WmiObject -Class Win32_VideoController,Failed,0.9,2.0,4.5,1.3,7.8,0,No,Other,Unexpected system error
T324,P17,4,2,Save event logs to file,Export event logs to file,Export event logs to file,95.3,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",Set-LoGet-Contention,Get-LoGet-Contention,1,2,dir,Success,1.2,3.0,3.9,1.0,7.9,0,No,None,None
T325,P17,5,1,Show Windows version,Show Windows version,Show Windows version,94.5,Get-ComputerInfo | Select-Object WindowsProductName,systeminfo,Get-ComputerInfo,3,3,Get-ChildItem -Force,Failed,0.8,2.9,3.5,1.4,7.8,0,No,LLM,Command generation error
T326,P17,6,3,Monitor CPU usage for 30 seconds,Monitor ... CPU usage for 30 seconds,Monitor CPU usage for 30 seconds,87.2,Get-Counter '\Processor(_Total)\% Processor Time' -SampleInterval 1 -MaxSamples 30,Set-LoGet-Contention,Get-LoGet-Contention,1,2,dir,Success,1.0,3.0,3.6,1.0,7.6,0,No,None,None
T327,P17,7,1,Display computer name,Display computer name,Display computer name,84.6,hostname,hostname,Get-ComputerInfo | Select-Object Name,2,2,dir,Failed,0.4,2.8,4.9,1.8,9.5,0,No,LLM,Command generation error
T328,P17,8,1,Show running processes,Display running processes,Show running processes,86.9,Get-Process,tasklist,Get-Process | Format-Table,1,1,Get-Process,Failed,0.5,3.0,4.3,1.3,8.6,3,No,ASR,Speech recognition error
T329,P17,9,2,Terminate a process by ID,Terminate a process by ID,Terminate a process by ID,87.7,Stop-Process -Id 1234,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Stop-Process -Id 1234,Success,1.5,2.7,4.2,1.5,8.4,0,No,None,None
T330,P17,10,1,Show available drives,Show available drives,Show available drives,89.3,Get-WmiObject -Class Win32_LogicalDisk,dir,Get-ChildItem -Name,1,2,dir,Success,0.2,2.7,5.1,2.1,9.9,0,No,None,None
T331,P17,11,1,List all files in current directory,List all files in current directory,List all files in current directory,80.1,Get-ChildItem,dir,Get-ChildItem -Name,3,1,Get-ChildItem,Failed,0.9,2.2,5.3,1.2,8.7,3,No,LLM,Command generation error
T332,P17,12,3,Configure IIS website,Configure IIS website,Configure IIS website,86.2,"Import-Module WebAdministration; New-Website -Name ""MySite"" -Port 80 -PhysicalPath ""C:\inetpub\wwwroot""",Set-LoGet-Contentionir,Clear-Host,1,1,"Import-Module WebAdministration; New-Website -Name ""MySite"" -Port 80 -PhysicalPath ""C:\inetpub\wwwroot""",Success,0.4,2.5,3.6,1.0,7.1,0,No,None,None
T333,P17,13,1,List installed programs,List installed programs,List installed programs,87.7,Get-WmiObject -Class Win32_Product,systeminfo,Get-ComputerInfo,1,2,dir,Success,0.9,2.5,4.8,1.7,9.0,0,No,None,None
T334,P17,14,3,Manage Windows services,Manage Windows services,Manage Windows services,82.5,"Get-Service | Where-Object {$_.Status -eq ""Stopped""} | Start-Service",tasklist,Get-Process,1,1,"Get-Service | Where-Object {$_.Status -eq ""Stopped""} | Start-Service",Failed,1.0,2.3,4.7,1.0,8.0,2,No,LLM,Command generation error
T335,P17,15,2,Check disk errors,Check disk for errors,Check disk for errors,94.8,chkdsk C: /f,systeminfo,Get-ComputerInfo,1,2,dir,Success,0.7,2.2,4.7,1.0,7.9,0,No,None,None
T336,P17,16,1,Display system uptime,Display system uptime,Display system uptime,93.3,Get-ComputerInfo | Select-Object LastBootUpTime,netstat,Get-NetTCPConnection,1,2,dir,Success,1.2,3.0,4.2,1.2,8.4,0,No,None,None
T337,P17,17,3,Deploy a web application,Deploy a web application,Deploy a web application,85.1,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",whoami,Get-LocalUser,3,1,"New-Item -ItemType Directory -Path ""C:\inetpub\wwwroot\app""; Copy-Item ""app_files\*"" ""C:\inetpub\wwwroot\app\"" -Recurse",Failed,1.3,2.2,3.6,1.9,7.7,0,Yes,User,User aborted execution
T338,P17,18,3,Install software automatically,Automate software installation,Automate software installation,84.2,"Start-Process ""installer.msi"" -ArgumentList ""/quiet"" -Wait",netstat,Get-NetTCPConnection,1,2,dir,Success,0.8,2.1,4.1,1.2,7.4,0,No,None,None
T339,P17,19,2,Backup files modified today,Backup files modified today,Backup files modified today,88.1,"Get-ChildItem | Where-Object {$_.LastWriteTime.Date -eq (Get-Date).Date} | Copy-Item -Destination ""backup\""",tasklist,Get-Process,1,2,dir,Success,0.5,2.0,5.1,1.2,8.3,0,No,None,None
T340,P17,20,2,Move files older than 30 days,Move file older than 30 days,Move files older than 30 days,89.1,"Get-ChildItem | Where-Object {$_.LastWriteTime -lt (Get-Date).AddDays(-30)} | Move-Item -Destination ""archive\""",date,Get-Date,1,1,"Get-ChildItem | Where-Object {$_.LastWriteTime -lt (Get-Date).AddDays(-30)} | Move-Item -Destination ""archive\""",Success,1.1,2.8,5.5,1.6,9.9,0,No,None,None
T341,P18,1,2,Change file extensions in batch,Change file extensions in batch,Change file extensions in batch,94.4,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",whoami,Get-LocalUser,1,1,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",Success,0.9,2.3,5.0,1.8,9.1,0,No,None,None
T342,P18,2,3,Install software automatically,Automate software installation,Automate software installation,84.4,"Start-Process ""installer.msi"" -ArgumentList ""/quiet"" -Wait",dir,Get-ChildItem -Name,1,1,"Start-Process ""installer.msi"" -ArgumentList ""/quiet"" -Wait",Success,0.8,2.9,4.9,1.8,9.6,0,No,None,None
T343,P18,3,1,List sound devices,List sound devices,List sound devices,94.5,Get-WmiObject -Class Win32_SoundDevice,ipconfig,Get-NetIPConfiguration,1,1,Get-WmiObject -Class Win32_SoundDevice,Success,0.9,2.5,4.9,1.4,8.8,0,No,None,None
T344,P18,4,1,Show system language,Show ... computer language,Show system language,93.4,Get-WinSystemLocale,netstat,Get-NetTCPConnection,1,1,Get-WinSystemLocale,Success,1.4,2.7,3.7,1.9,8.3,0,No,None,None
T345,P18,5,1,Display help for dir command,Display help for dir command,Display help for dir command,89.5,Get-Help dir,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-Help dir,Success,1.4,2.8,4.2,1.5,8.5,0,No,None,None
T346,P18,6,1,Display time zone,Display time zone,Display time zone,86.0,Get-TimeZone,Set-LoGet-Contention,Get-LoGet-Contention,1,2,dir,Failed,0.3,2.2,4.3,1.5,8.0,0,No,Environment,System environment error
T347,P18,7,2,Terminate a process by ID,Terminate a process by ID,Terminate a process by ID,78.5,Stop-Process -Id 1234,tasklist,Get-Process,3,3,Get-ChildItem -Force,Failed,0.7,2.7,4.6,1.0,8.3,0,Yes,Other,Unexpected system error
T348,P18,8,3,Watch network activity,Monitor network traffic,Monitor network traffic,81.8,"Get-NetTCPConnection | Where-Object {$_.State -eq ""Established""} | Measure-Object",whoami,Get-LocalUser,1,1,"Get-NetTCPConnection | Where-Object {$_.State -eq ""EstabliPowerShelled""} | Measure-Object",Success,1.4,2.0,5.4,1.9,9.3,0,No,None,None
T349,P18,9,1,Show Windows version,Show Windows version,Show Windows version,92.0,Get-ComputerInfo | Select-Object WindowsProductName,netstat,Get-NetTCPConnection,1,1,Get-ComputerInfo | Select-Object WindowsProductName,Success,0.8,2.1,4.5,0.8,7.4,0,No,None,None
T350,P18,10,1,Show system services,Display computer services,Show system services,81.0,Get-Service,dir,Get-ChildItem -Name,3,3,Get-ChildItem -Force,Failed,0.9,3.1,3.7,1.7,8.5,0,No,ASR,Speech recognition error
T351,P18,11,3,Schedule task to run daily,Schedule ... task to run daily,Schedule task to run daily,81.0,"Register-ScheduledTask -Action (New-ScheduledTaskAction -Execute ""script.ps1"") -Trigger (New-ScheduledTaskTrigger -Daily -At 9am) -TaskName ""DailyTask""",netstat,Get-NetTCPConnection,1,1,"Register-ScheduledTask -Action (New-ScheduledTaskAction -Execute ""script.ps1"") -Trigger (New-ScheduledTaskTrigger -Daily -At 9am) -TaskName ""DailyTask""",Success,0.3,2.7,5.3,1.2,9.2,0,No,None,None
T352,P18,12,1,Show keyboard layout,Show keyboard layout,Show keyboard layout,92.5,Get-WinUserLanguageList,whoami,Get-LocalUser,1,1,Get-WinUserLanguageList,Success,0.2,3.1,5.3,1.2,9.6,0,No,None,None
T353,P18,13,3,Block an IP address,Block an IP address,Block an IP address,80.7,"New-NetFirewallRule -DisplayName ""Block IP"" -Direction Inbound -RemoteAddress ""192.168.1.100"" -Action Block",netstat,Get-NetTCPConnection,1,2,dir,Success,0.6,3.2,5.4,1.6,10.2,0,No,None,None
T354,P18,14,2,Move files older than 30 days,Move file older than 30 days,Move files older than 30 days,91.7,"Get-ChildItem | Where-Object {$_.LastWriteTime -lt (Get-Date).AddDays(-30)} | Move-Item -Destination ""archive\""",tasklist,Get-Process,1,1,"Get-ChildItem | Where-Object {$_.LastWriteTime -lt (Get-Date).AddDays(-30)} | Move-Item -Destination ""archive\""",Success,0.5,2.0,4.5,1.9,8.4,0,No,None,None
T355,P18,15,3,Manage Windows services,Manage Windows services,Manage Windows services,85.6,"Get-Service | Where-Object {$_.Status -eq ""Stopped""} | Start-Service",Set-LoGet-Contention,Get-LoGet-Contention,2,2,dir,Failed,0.5,2.5,5.8,1.8,10.1,0,Yes,ASR,Speech recognition error
T356,P18,16,2,Delete a non-empty directory,Delete a non-empty directory,Delete a non-empty directory,93.7,"Remove-Item ""directory"" -Recurse -Force",whoami,Get-LocalUser,1,1,"Remove-Item ""directory"" -Recurse -Force",Success,1.1,2.9,4.7,1.3,8.9,0,No,None,None
T357,P18,17,1,Show network configuration,Show network configuration,Show network configuration,95.9,Get-NetIPConfiguration,ipconfig,Get-NetIPConfiguration,1,1,Get-NetIPConfiguration,Success,1.4,1.9,5.6,1.6,9.1,0,No,None,None
T358,P18,18,2,Copy files with specific extension,Copy file with specific extension,Copy files with specific extension,93.7,"Get-ChildItem -Filter ""*.pdf"" | Copy-Item -Destination ""pdf_backup\""",dir,Get-ChildItem -Name,1,1,"Get-ChildItem -Filter ""*.pdf"" | Copy-Item -Destination ""pdf_backup\""",Success,0.6,2.8,4.9,1.1,8.8,0,No,None,None
T359,P18,19,2,Rename all files with specific extension,Rename all files with specific extension,Rename all files with specific extension,89.8,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",systeminfo,Get-ComputerInfo,1,2,dir,Success,0.2,2.1,4.2,1.1,7.4,0,No,None,None
T360,P18,20,2,Find files larger than 10MB,Search ... files larger than 10MB,Find files larger than 10MB,74.1,Get-ChildItem -Recurse | Where-Object {$_.Length -gt 10MB},ipconfig,Get-NetIPConfiguration,2,2,dir,Failed,1.4,3.1,4.8,2.1,10.0,2,No,LLM,Command generation error
T361,P19,1,2,Display event logs for system errors,Display event logs for system errors,Display event logs for system errors,87.5,"Get-WinEvent -LogName System | Where-Object {$_.LevelDisplayName -eq ""Error""}",dir,Get-ChildItem -Name,1,1,"Get-WinEvent -LogName System | Where-Object {$_.LevelDisplayName -eq ""Error""}",Success,0.9,2.8,5.6,1.5,9.9,0,No,None,None
T362,P19,2,2,Count lines in file,Count lines in a specific file,Count lines in a specific file,69.5,Get-Content file.txt | Measure-Object -Line,Set-LoGet-Contention,Get-LoGet-Contention,3,1,Get-Content file.txt | Measure-Object -Line,Failed,1.4,2.9,4.6,1.5,9.0,0,No,ASR,Speech recognition error
T363,P19,3,2,List files by size,List files by size,List files by size,86.3,Get-ChildItem | Sort-Object Length -Descending,dir,Get-ChildItem -Name,1,1,Get-ChildItem | Sort-Object Length -Descending,Success,1.1,1.9,4.4,1.0,7.3,0,No,None,None
T364,P19,4,1,Show user account details,Show user account details,Show user account details,88.8,Get-LocalUser,whoami,Get-LocalUser,1,2,dir,Success,0.8,2.1,5.2,1.6,8.9,0,No,None,None
T365,P19,5,1,Display system uptime,Display system uptime,Display system uptime,87.7,Get-ComputerInfo | Select-Object LastBootUpTime,dir,Get-ChildItem -Name,1,1,Get-ComputerInfo | Select-Object LastBootUpTime,Success,1.2,2.9,3.6,1.0,7.5,0,No,None,None
T366,P19,6,2,Save event logs to file,Export event logs to file,Export event logs to file,82.8,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",date,Get-Date,3,1,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",Failed,0.4,3.1,3.6,1.7,8.4,2,No,LLM,Command generation error
T367,P19,7,3,Set environment variable for session,Set environment variable for session,Set environment variable for session,82.9,$env:MY_VAR = 'value',netstat,Get-NetTCPConnection,1,1,$env:MY_VAR = 'value',Success,1.5,2.9,4.5,1.9,9.3,0,No,None,None
T368,P19,8,1,Clear the screen,Clear the screen,Clear the screen,97.3,Clear-Host,Set-LoGet-Contentionir,Clear-Host,1,2,Set-LoGet-Contentionir,Success,0.4,2.9,4.9,1.2,9.0,0,No,None,None
T369,P19,9,1,Show battery status,Show battery status,Show battery status,87.5,Get-WmiObject -Class Win32_Battery,date,Get-Date,1,2,dir,Success,1.2,1.9,5.4,1.6,8.9,0,No,None,None
T370,P19,10,2,Find files by name,Find files by name pattern,Find files by name pattern,94.3,"Get-ChildItem -Recurse -Name ""*pattern*""",date,Get-Date,1,1,"Get-ChildItem -Recurse -Name ""*pattern*""",Success,0.6,2.5,3.8,1.0,7.3,0,No,None,None
T371,P19,11,3,Watch network activity,Watch network traffic,Monitor network traffic,74.7,"Get-NetTCPConnection | Where-Object {$_.State -eq ""Established""} | Measure-Object",netstat,Get-NetTCPConnection,2,2,dir,Failed,1.5,2.6,3.9,2.1,8.6,0,No,ASR,Speech recognition error
T372,P19,12,1,Show Windows update history,Show Windows update history,Show Windows update history,97.4,Get-HotFix,date,Get-Date,1,3,Get-ChildItem -Force,Success,0.4,2.8,5.7,1.4,9.9,0,No,None,None
T373,P19,13,3,Block an IP address,Block actually an IP address,Block an IP address,90.5,"New-NetFirewallRule -DisplayName ""Block IP"" -Direction Inbound -RemoteAddress ""192.168.1.100"" -Action Block",hostname,Get-ComputerInfo | Select-Object Name,1,2,dir,Success,1.4,2.9,3.6,1.8,8.3,0,No,None,None
T374,P19,14,2,Change file extensions in batch,Change file extensions in batch,Change file extensions in batch,91.7,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",netstat,Get-NetTCPConnection,1,1,"Get-ChildItem -Filter ""*.txt"" | ForEach-Object {Rename-Item $_.Name ($_.BaseName + "".bak"")}",Success,0.6,2.3,4.0,1.7,8.0,0,No,None,None
T375,P19,15,2,Show network adapters,Display network adapters,Show network adapters,79.4,Get-NetAdapter,dir,Get-ChildItem -Name,1,1,Get-NetAdapter,Failed,0.7,2.0,5.6,1.4,9.0,0,No,Other,Unexpected system error
T376,P19,16,1,Show task scheduler,Show task scheduler,Show task scheduler,93.1,Get-ScheduledTask,tasklist,Get-Process,1,2,dir,Success,0.6,2.4,5.2,1.1,8.7,0,No,None,None
T377,P19,17,3,Generate system health report,Generate ... system health report,Generate system health report,73.2,"Get-ComputerInfo | Out-File ""system_report.txt""; Get-Process | Out-File ""system_report.txt"" -Append",dir,Get-ChildItem -Name,1,2,tasklist,Failed,0.2,2.1,4.6,1.4,8.1,0,Yes,ASR,Speech recognition error
T378,P19,18,1,Show running processes,Show running processes,Show running processes,99.9,Get-Process,tasklist,Get-Process | Format-Table,1,1,Get-Process,Success,0.7,2.8,4.7,1.4,8.9,0,No,None,None
T379,P19,19,2,Move a file to another directory,Move a file to another directory,Move a file to another directory,88.7,"Move-Item ""file.txt"" ""destination\file.txt""",ipconfig,Get-NetIPConfiguration,1,2,dir,Success,1.1,2.1,5.8,0.8,8.7,0,No,None,None
T380,P19,20,3,Create system restore point,Create system restore uh point,Create system restore point,91.3,"Checkpoint-Computer -Description ""Manual Restore Point""",Set-LoGet-Contention,Get-LoGet-Contention,1,1,"Checkpoint-Computer -Description ""Manual Restore Point""",Success,1.0,2.7,5.1,0.8,8.6,0,No,None,None
T381,P20,1,1,Display computer name,Display computer name,Display computer name,92.5,hostname,Set-LoGet-Contention,Get-LoGet-Contention,1,1,hostname,Success,0.9,1.9,4.4,1.4,7.7,0,No,None,None
T382,P20,2,1,Display help for dir command,Display help for dir command,Display help for dir command,81.2,Get-Help dir,Set-LoGet-Contention,Get-LoGet-Contention,3,1,Get-Help dir,Failed,0.3,3.0,3.9,1.9,8.8,1,Yes,LLM,Command generation error
T383,P20,3,2,List files by date modified,List files by date modified,List files by date modified,90.2,Get-ChildItem | Sort-Object LastWriteTime -Descending,dir,Get-ChildItem -Name,1,2,dir,Success,0.4,2.4,5.2,0.8,8.4,0,No,None,None
T384,P20,4,3,Find duplicate files,Find duplicate like files in directory,Find duplicate files in directory,92.7,Get-ChildItem | Group-Object Length | Where-Object {$_.Count -gt 1},dir,Get-ChildItem -Name,1,1,Get-ChildItem | Group-Object Length | Where-Object {$_.Count -gt 1},Success,0.9,2.5,4.8,1.4,8.7,0,No,None,None
T385,P20,5,1,Show printer information,Show printer information,Show printer information,88.9,Get-WmiObject -Class Win32_Printer,Set-LoGet-Contentionir,Clear-Host,1,1,Get-WmiObject -Class Win32_Printer,Success,0.4,2.2,5.7,1.6,9.5,0,No,None,None
T386,P20,6,1,Display system uptime,Display system uptime,Display system uptime,99.9,Get-ComputerInfo | Select-Object LastBootUpTime,date,Get-Date,1,1,Get-ComputerInfo | Select-Object LastBootUpTime,Success,0.5,2.6,4.5,1.3,8.4,0,No,None,None
